Property Address,Property Name,Star Rating,Energy Star,LEED Certified,Building Status,Number Of Units,Style,RBA,Secondary Type,Market Name,Submarket Name,City,State,Zip,County Name,For Sale Price,For Sale Status,Year Built,Year Renovated,Number Of Stories,$Price/Unit,Cap Rate,Vacancy %,Avg Unit SF,Avg Asking/Unit,Avg Asking/SF,Avg Effective/Unit,Avg Effective/SF,Avg Concessions %,% Studios,% 1-Bed,% 2-Bed,% 3-Bed,% 4-Bed,Rent Type,Affordable Type,Market Segment,Parking Spaces/Unit,Number Of Parking Spaces,Days On Market,FEMA Map Date,FEMA Map Identifier,FIRM ID,FIRM Panel Number,In SFHA,Floodplain Area,All-Inclusive,All-Suites,Amenities,Anchor GLA,Anchor Tenants,Architect Name,Average Weighted Rent,Avg Asking/Bed,Avg Rent-Direct (Industrial),Avg Rent-Direct (Office),Avg Rent-Direct (Retail),Avg Rent-Sublet (Industrial),Avg Rent-Sublet (Office),Avg Rent-Sublet (Retail),Brand,Building Class,Building Operating Expenses,Building Park,Building Tax Expenses,Ceiling Ht,Closest Transit Stop,Closest Transit Stop Dist (mi),Closest Transit Stop Walk Time (min),Column Spacing,Constr Status,Construction Begin,Construction Material,Continent,Core Factor,Country,Cross Street,Developer Name,Direct Available Space,Direct Services,Direct Vacant Space,Drive Ins,Exp Year,Features,Fema Flood Zone,Flood Risk Area,For Sale Price/Room,Four Bedroom Asking Rent/Bed,Four Bedroom Asking Rent/SF,Four Bedroom Asking Rent/Unit,Four Bedroom Avg SF,Four Bedroom Concessions %,Four Bedroom Effective Rent/Bed,Four Bedroom Effective Rent/SF,Four Bedroom Effective Rent/Unit,Four Bedroom Vacancy %,Four Bedroom Vacant Units,Fund Name,Gas,Heating,Hotel Class,Hotel Grade,Hotel Location Type,Hotel Open Date,Hotel Operator,Land Area (AC),Land Area (SF),Last Sale Date,Last Sale Price,Latitude,Leasing Company Address,Leasing Company City State Zip,Leasing Company Contact,Leasing Company Fax,Leasing Company Name,Leasing Company Phone,Longitude,Max Building Contiguous Space,Max Contig Mtg Space,Max Floor Contiguous Space,Month Built,Month Renovated,Mtg Rooms,Number Of 1 Bedrooms Units,Number Of 2 Bedrooms Units,Number Of 3 Bedrooms Units,Number Of 4 Bedrooms Units,Number of Beds,Number Of Cranes,Number Of Elevators,Number Of Loading Docks,Number Of Studios Units,Office Space,One Bedroom Asking Rent/Bed,One Bedroom Asking Rent/SF,One Bedroom Asking Rent/Unit,One Bedroom Avg SF,One Bedroom Concessions %,One Bedroom Effective Rent/Bed,One Bedroom Effective Rent/SF,One Bedroom Effective Rent/Unit,One Bedroom Vacancy %,One Bedroom Vacant Units,Operation Type,Operational Status,Ops Expense,Ops Expense Per SF,Owner Address,Owner City State Zip,Owner Contact,Owner Name,Owner Phone,Parcel Number 1(Min),Parcel Number 2(Max),Parent Company,Parking Ratio,Parking Spaces/Room,Percent Leased,Power,Pre-Leasing,Primary Agent Name,Primary Corridors,Property Location,Property Manager Address,Property Manager City State Zip,Property Manager Contact,Property Manager Name,Property Manager Phone,PropertyID,PropertyType,Proposed Land Use,Rail Lines,Recorded Owner Address,Recorded Owner City State Zip,Recorded Owner Contact,Recorded Owner Name,Recorded Owner Phone,Rent/SF/Yr,Restaurant,Rooms,Sale Company Address,Sale Company City State Zip,Sale Company Contact,Sale Company Fax,Sale Company Name,Sale Company Phone,Sales Company,Sales Contact,Sales Contact Phone,Scale,Services,Sewer,Smallest Available Space,Sprinklers,Studio Asking Rent/Bed,Studio Asking Rent/SF,Studio Asking Rent/Unit,Studio Avg SF,Studio Concessions %,Studio Effective Rent/Bed,Studio Effective Rent/SF,Studio Effective Rent/Unit,Studio Vacancy %,Studio Vacant Units,Subcontinent,Sublet Available Space,Sublet Services,Sublet Vacant Space,Submarket Cluster,Tax Year,Taxes Per SF,Taxes Total,Tenancy,Three Bedroom Asking Rent/Bed,Three Bedroom Asking Rent/SF,Three Bedroom Asking Rent/Unit,Three Bedroom Avg SF,Three Bedroom Concessions %,Three Bedroom Effective Rent/Bed,Three Bedroom Effective Rent/SF,Three Bedroom Effective Rent/Unit,Three Bedroom Vacancy %,Three Bedroom Vacant Units,Total Available Space (SF),Total Buildings,Total Mtg Space,Total New Space (SF),Total Relet Space (SF),Total Sublet Space (SF),Total Vacant Avail Relet Space (SF),Total Vacant Avail Sublet Space (SF),Total Vacant Available,True Owner Address,True Owner City State Zip,True Owner Contact,True Owner Name,True Owner Phone,Two Bedroom Asking Rent/Bed,Two Bedroom Asking Rent/SF,Two Bedroom Asking Rent/Unit,Two Bedroom Avg SF,Two Bedroom Concessions %,Two Bedroom Effective Rent/Bed,Two Bedroom Effective Rent/SF,Two Bedroom Effective Rent/Unit,Two Bedroom Vacancy %,Two Bedroom Vacant Units,Typical Floor Size,University,Water,Zoning
3715 S 1st St,Tree,4,,,Existing,335,Mid-Rise,281457,Apartments,Austin,Dawson,Austin,TX,78704,Travis,,N,2013,,5,,,11.0,833.00,"2,022",2.42,"2,022",2.42,0.00,,74.63,25.37,,,Market/Affordable,Rent Restricted,All,1.52,500,0,09/26/2008,48453C0585H,48453C,0585H,No,100-year and 500-year Floodplain,No,No,"Air Conditioning, Business Center, Controlled Access, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Pool, Property Manager on Site, Package Service, Storage Space, Elevator, Maintenance on site, Window Coverings",,,Meeks & Partners,-,,,,,,,,,A,2021 Tax @ $5097.40/Unit,,2021 Tax @ $5097.40/Unit,,Downtown Station,3.50,,,Existing,Aug 2012,Wood Frame,Americas,,United States,,Greystar Real Estate Partners,,,0,,,"Air Conditioning, Business Center, Controlled Access, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Pool, Property Manager on Site, Package Service, Storage Space, Elevator, Maintenance on site, Window Coverings","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,6.31,274864,10/30/2014,"42,400,000",30.229062,1704 1/2 S Congress Ave Suite # A,"Austin, TX 78704-3559",Blair Helgren,5124452619,Woodland Property Group,5124450676,-97.767449,,,,9,,,250,85,,,,,3,,,,"1,649",2.30,"1,649",715,0.00,"1,649",2.30,"1,649",11.20,28,,,,,1508 W Broadway,"Vancouver, BC V6H 3G7",,Belkorp,6046888533,04080405430000,04080405430000,,1.25,,,,,Blair Helgren,,,3715 1st St,"Austin, TX 78704",,Greystar - Tree Apartments,5125248000,9006356,Multi-Family,,,1508 W Broadway,"Vancouver, BC V6J 1W8",,"Belkorp Holdings, Inc.",,Not Disclosed,No,,,,,,,,,,,Independent,,,,,,,,,,,,,,,North America,,,0,South Central Austin,2021,6.07,1707629.39,,,,,,,,,,,,,1,,,,,,,,1508 W Broadway,"Vancouver, BC V6H 3G7",,Belkorp,6046888533,"1,528",2.58,"3,056",1182,0.00,"1,528",2.58,"3,056",10.60,9,73786,,,
8800 S 1st St,James on South First,4,,,Existing,250,Garden,234065,Apartments,Austin,South Austin,Austin,TX,78748,Travis,,N,2015,,3,,,1.5,905.00,"1,643",1.82,"1,637",1.81,0.40,,47.20,40.80,12.00,,Market,,All,,,0,01/22/2020,48453C0595K,48453C,0595K,No,100-year and 500-year Floodplain,No,No,"Air Conditioning, Business Center, Clubhouse, Courtyard, Fitness Center, Cabana, Gameroom, Grill, Pet Play Area, Patio, Wheelchair Accessible (Rooms)",,,,-,,,,,,,,,A,2020 Tax @ $3770.19/Unit,,2020 Tax @ $3770.19/Unit,,Downtown Station,9.03,,,Existing,Jun 2014,Wood Frame,Americas,,United States,,Realtex Development Corporation,,,0,,,"Air Conditioning, Business Center, Clubhouse, Courtyard, Fitness Center, Cabana, Gameroom, Grill, Pet Play Area, Patio, Wheelchair Accessible (Rooms)","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,13.26,577388,2/24/2021,,30.1756475,,,,,,,-97.7988221,,,,,,,118,102,30,,,,0,,,,"1,418",2.07,"1,418",686,0.40,"1,413",2.06,"1,413",1.70,2,,,,,1124 I-35 S,"Austin, TX 78704-2614",Ron Kowal,Housing Authority of the City of Austin,5124774488,04821307750000,04821307750000,,1.88,,,,,,,,8800 S 1st St,"Austin, TX 78748660",,AMP- James on South First,5128777122,9396071,Multi-Family,,,1124 I-35 S,"Austin, TX 78704-2614",,Housing Authority of the City of Austin,5124774488,Not Disclosed,No,,,,,,,,,,,Independent,,,,,,,,,,,,,,,North America,,,0,South Austin,2020,4.03,942547.29,,766,1.77,"2,299",1301,0.40,764,1.76,"2,291",0.00,0,,11,,,,,,,,1124 I-35 S,"Austin, TX 78704-2614",Ron Kowal,Housing Authority of the City of Austin,5124774488,856,1.64,"1,711",1042,0.40,853,1.64,"1,705",2.00,2,78022,,,MF-2-CO
11001 S 1st St,MAA Double Creek,3,,,Existing,296,Garden,285070,Apartments,Austin,Southpark Meadows,Austin,TX,78748,Travis,,N,2013,,3,,,6.7,948.00,"1,667",1.76,"1,655",1.74,0.80,,44.59,47.30,8.11,,Market,,All,0.00,,0,01/22/2020,48453C0595K,48453C,0595K,No,100-year and 500-year Floodplain,No,No,"Air Conditioning, Clubhouse, Fitness Center, Picnic Area, Playground, Pool, Spa, Car Wash Area, Grill, Media Center/Movie Theatre, Wi-Fi, Smoke Free, Wheelchair Accessible (Rooms)",,,Plagemen Architecture,-,,,,,,,,,B,2021 Tax @ $3731.17/Unit,,2021 Tax @ $3731.17/Unit,,Austin-Bergstrom International,14.75,,,Existing,,Wood Frame,Americas,,United States,,Colonial Properties Trust,,,0,,,"Air Conditioning, Clubhouse, Fitness Center, Picnic Area, Playground, Pool, Spa, Car Wash Area, Grill, Media Center/Movie Theatre, Wi-Fi, Smoke Free, Wheelchair Accessible (Rooms)","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,23.97,1044133,10/1/2013,,30.145749,,,,,,,-97.8031773,,,,,,,132,140,24,,,,0,,,,"1,489",2.02,"1,489",737,0.80,"1,478",2.01,"1,478",6.80,9,,,,,6815 Poplar Ave Suite # 500,"Germantown, TN 38138-3606",,"Mid-America Apartment Communities, Inc.",9016826600,04401308030000,04401308030000,,,,,,,,,,11001 S 1st St,"Austin, TX 78748-6762",,MAA - Colonial Grand at Double Creek,5122804444,8197176,Multi-Family,,,,,,,,Not Disclosed,No,,,,,,,,,,,Independent,,,,,,,,,,,,,,,North America,,,0,South Austin,2021,3.87,1104425.84,,666,1.46,"1,998",1364,0.80,661,1.45,"1,983",8.30,2,,18,,,,,,,,6815 Poplar Ave Suite # 500,"Germantown, TN 38138-3606",,"Mid-America Apartment Communities, Inc.",9016826600,889,1.65,"1,778",1077,0.80,882,1.64,"1,765",6.40,9,11424,,,
1700 E 4th St,Eastside Station,4,,,Existing,330,Mid-Rise,516053,Apartments,Austin,Plaza Saltillo,Austin,TX,78702-4427,Travis,,N,2016,,4,,,5.1,775.00,"2,076",2.68,"2,063",2.66,0.60,13.33,66.97,19.70,,,Market,,All,1.36,450,0,01/22/2020,48453C0465K,48453C,0465K,No,100-year and 500-year Floodplain,No,No,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Pool, Gated, Breakfast/Coffee Concierge, Gameroom, Grill, Wi-Fi, Roof Terrace, Bicycle Storage, Community-Wide WiFi, Elevator, Lounge, Island Kitchen, Public Transportation",,,HEDK Architects,-,,,,,,,,,B,2021 Tax @ $5870.30/Unit,,2021 Tax @ $5870.30/Unit,,Plaza Saltillo Station,0.32,7.00,,Existing,Oct 2014,Wood Frame,Americas,,United States,,Flournoy Companies,,,0,,,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Pool, Gated, Breakfast/Coffee Concierge, Gameroom, Grill, Wi-Fi, Roof Terrace, Bicycle Storage, Community-Wide WiFi, Elevator, Lounge, Island Kitchen, Public Transportation","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,4.33,188811,4/12/2022,,30.260942,,,,,,,-97.725834,,,,6,,,221,65,,,,,2,,44,,"1,863",2.52,"1,863",738,0.60,"1,852",2.51,"1,852",5.00,11,,,,,"233 S Wacker Dr Suite # 4600, 4700","Chicago, IL 60606-6306",,LivCor LLC,3124663347,02040803150000,02040803150000,,1.55,,,,,,,,1700 E 4th St,"Austin, TX 78702-4441",,Bell - Eastside Station,8883406033,9720729,Multi-Family,,,,,,,,Not Disclosed,No,,,,,,,,,,,Independent,,,,,"1,658",2.97,"1,658",559.,0.60,"1,648",2.95,"1,648",4.60,2,North America,,,0,East Austin,2021,3.75,1937198.55,,,,,,,,,,,,,2,,,,,,,,"233 S Wacker Dr Suite # 4600, 4700","Chicago, IL 60606-6306",,LivCor LLC,3124663347,"1,541",2.95,"3,083",1046,0.60,"1,532",2.93,"3,063",4.60,3,129013,,,TOD
1000 E 5th St,Corazon,4,,LEED Interiors - Gold,Existing,256,Mid-Rise,212493,Apartments,Austin,Plaza Saltillo,Austin,TX,78702,Travis,,N,2015,,6,,,8.4,744.00,"2,431",3.27,"2,409",3.24,0.90,19.53,65.63,14.84,,,Market,,All,1.51,387,0,01/01/1900,,,,No,100-year and 500-year Floodplain,No,No,"Air Conditioning, Business Center, Controlled Access, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Property Manager on Site, Media Center/Movie Theatre, Package Service, Trash Pickup - Door to Door, Health Club Discount, Lounge, Maintenance on site, Sundeck, Patio, Window Coverings",,,,-,,,,,,,,,A,2021 Tax @ $7870.97/Unit,,2021 Tax @ $7870.97/Unit,,Plaza Saltillo Station,0.34,7.00,,Existing,Mar 2013,Reinforced Concrete,Americas,,United States,,Argyle Residential,,,0,,,"Air Conditioning, Business Center, Controlled Access, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Property Manager on Site, Media Center/Movie Theatre, Package Service, Trash Pickup - Door to Door, Health Club Discount, Lounge, Maintenance on site, Sundeck, Patio, Window Coverings","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,1.87,81501,8/20/2019,"87,000,000",30.264285,,,,,,,-97.73255,,,,,,,168,38,,,,,4,,50,,"2,351",3.13,"2,351",752,0.90,"2,330",3.10,"2,330",8.30,14,,,,,5150 Overland Ave,"Culver City, CA 90230-4914",Jason Mandler,"GK Management Company, Inc.",3102042050,02040515140000,02040515140000,,1.82,,,,,,,,1000 E 5th St,"Austin, TX 78702-3811",,RPM - Corazon,5124763278,8389729,Multi-Family,,,5150 Overland Ave,"Culver City, CA 90230-4914",,"Austin Reverse II, LLC",,Not Disclosed,No,,,,,,,,,,,Independent,,,,,"1,856",3.52,"1,856",527.,0.90,"1,839",3.49,"1,839",8.00,4,North America,,,0,East Austin,2021,9.48,2014969.46,,,,,,,,,,,,,1,,,,,,,,5150 Overland Ave,"Culver City, CA 90230-4914",Jason Mandler,"GK Management Company, Inc.",3102042050,"1,770",3.55,"3,539",996,0.90,"1,754",3.52,"3,508",7.90,3,35415,University of Texas at Austin,,TOD-NP
1301 W 5th St,The Clark,4,,,Existing,226,Mid-Rise,285000,Apartments,Austin,West End,Austin,TX,78703-5206,Travis,,N,2019,,6,,,7.3,798.00,"2,856",3.57,"2,833",3.55,0.80,0.44,84.07,15.04,0.44,,Market,,All,,,0,01/22/2020,48453C0445K,48453C,0445K,No,100-year and 500-year Floodplain,No,No,"Air Conditioning, Controlled Access, Fitness Center, Pool, Corporate Suites, Cabana, Car Wash Area, Gameroom, Grill, Package Service, Pet Play Area, Roof Terrace, Bicycle Storage, Car Charging Station, Conference Rooms, Lounge, Pet Washing Station, Sundeck, Patio",,,Kelly Grossman Architects,-,,,,,,,,,B,2021 Tax @ $7862.30/Unit,,2021 Tax @ $7862.30/Unit,,Downtown Station,1.45,,,Existing,Mar 2017,,Americas,,United States,,OHT Partners,,,0,,,"Air Conditioning, Controlled Access, Fitness Center, Pool, Corporate Suites, Cabana, Car Wash Area, Gameroom, Grill, Package Service, Pet Play Area, Roof Terrace, Bicycle Storage, Car Charging Station, Conference Rooms, Lounge, Pet Washing Station, Sundeck, Patio","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,1.64,71438,,,30.2717484,,,,,,,-97.7598397,,,,3,,,190,34,1,,,,2,,1,,"2,640",3.61,"2,640",730,0.80,"2,619",3.59,"2,619",7.40,14,,,,,14 Corporate Plaza Dr Suite # 210,"Newport Beach, CA 92660-7913",,CWS Capital Partners LLC,9496404200,01080312050000,01080312050000,,,,,,,,,,1301 W 5th St,"Austin, TX 78703-5206",,CWS Apartments - The Clark,5122201460,9873796,Multi-Family,,,,,,,,Not Disclosed,No,,,,,,,,,,,Independent,,,,,"1,442",2.75,"1,442",525.,0.80,"1,430",2.72,"1,430",0.00,0,North America,,,0,West Austin,2021,6.23,1776878.67,,"2,184",3.22,"6,551",2037,0.80,"2,166",3.19,"6,499",0.00,0,,1,,,,,,,,14 Corporate Plaza Dr Suite # 210,"Newport Beach, CA 92660-7913",,CWS Capital Partners LLC,9496404200,"1,997",3.47,"3,995",1153,0.80,"1,981",3.44,"3,962",5.90,2,47500,,,
1614 E 6th St,Sentral East Austin at 1614 E. Sixth,4,,,Existing,119,Mid-Rise,114100,Apartments,Austin,Plaza Saltillo,Austin,TX,78702,Travis,,N,2019,,5,,,6.7,835.00,"2,762",3.31,"2,741",3.28,0.80,8.40,63.03,28.57,,,Market/Affordable,Affordable Units,All,,,0,01/22/2020,48453C0465K,48453C,0465K,No,100-year and 500-year Floodplain,No,No,"Air Conditioning, Business Center, Clubhouse, Concierge, Courtyard, Fitness Center, Pool, Spa, Breakfast/Coffee Concierge, Grill, Storage Space, Bicycle Storage, Conference Rooms, Lounge, Patio",,,,-,,,,,,,,,A,2021 Tax @ $7166.49/Unit,,2021 Tax @ $7166.49/Unit,,Plaza Saltillo Station,0.19,4.00,,Existing,Jan 2018,Reinforced Concrete,Americas,,United States,,Transwestern Real Estate Services,,,0,,,"Air Conditioning, Business Center, Clubhouse, Concierge, Courtyard, Fitness Center, Pool, Spa, Breakfast/Coffee Concierge, Grill, Storage Space, Bicycle Storage, Conference Rooms, Lounge, Patio","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,0.73,31999,2/21/2020,"38,300,000",30.2629533,,,,,,,-97.7256435,,,,5,,,75,34,,,,,1,,10,,"2,516",3.46,"2,516",727,0.80,"2,497",3.44,"2,497",6.70,5,,,,,1550 Larimer St Suite # 312,"Denver, CO 80202-1602",,BHI Residential Corporation,7204581195,02040805170000,02040805170000,,,,,,,,,,1614 E 6th St,"Austin, TX 78702    ",,Sentral - Sentral East Austin at 1614 E. Sixth,7376108033,11014556,Multi-Family,,,394 Pacific Ave Suite # 2nd Floor,"San Francisco, CA 94111-1707",,"IRP Candela Apartments, LLC",,Not Disclosed,No,,,,,,,,,,,Independent,,,,,"1,200",2.77,"1,200",434.,0.70,"1,192",2.75,"1,192",10.00,1,North America,,,0,East Austin,2021,7.47,852812.70,,,,,,,,,,,,,1,,,,,,,,1550 Larimer St Suite # 312,"Denver, CO 80202-1602",,BHI Residential Corporation,7204581195,"1,882",3.15,"3,763",1194,0.80,"1,867",3.13,"3,735",5.90,2,22820,,,TOD-NP
1621 E 6th St,The Arnold,4,,,Existing,346,Mid-Rise,300883,Apartments,Austin,Plaza Saltillo,Austin,TX,78702,Travis,,N,2016,,5,,,4.3,777.00,"2,224",2.86,"2,211",2.84,0.60,27.75,46.82,25.43,,,Market/Affordable,Rent Subsidized,All,1.45,500,0,01/22/2020,48453C0465K,48453C,0465K,No,100-year and 500-year Floodplain,No,No,"Courtyard, Fitness Center, Pool, Spa, On-Site Retail, Roof Terrace",,,Wilder Belshaw Architects,-,,,,,,,,,A,2021 Tax @ $6743.71/Unit,Eastside Village,2021 Tax @ $6743.71/Unit,,Plaza Saltillo Station,0.09,2.00,,Existing,Mar 2015,Wood Frame,Americas,,United States,,Transwestern Real Estate Services,,,0,,,"Courtyard, Fitness Center, Pool, Spa, On-Site Retail, Roof Terrace","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,3.47,151153,10/23/2018,"102,500,000",30.262324,,,,,,,-97.725915,,,,7,,,162,88,,,,,3,,96,,"2,114",2.91,"2,114",726,0.60,"2,102",2.90,"2,102",4.30,7,,,,,1331 Spring St NW Suite # 1800,"Atlanta, GA 30309",,Invesco Ltd,8009594246,02040812020000,02040812020000,,1.67,,,,,,,,1621 E 6th St,"Austin, TX 78702-3307",,Greystar - The Arnold,5129801138,9594190,Multi-Family,,,2001 Ross Ave Suite # 3400,"Dallas, TX 75201-2911",,The Arnold Owner LP,,Not Disclosed,No,,,,,,,,,,,Independent,,,,Yes,"1,312",2.92,"1,312",450.,0.60,"1,305",2.90,"1,305",4.20,4,North America,,,0,East Austin,2021,7.75,2333322.25,,,,,,,,,,,,,3,,,,,,,,1331 Spring St NW Suite # 1800,"Atlanta, GA 30309",,Invesco Ltd,8009594246,"1,710",2.78,"3,420",1231,0.60,"1,700",2.76,"3,400",4.60,4,102508,,,None
1630 E 6th St,Sentral East Austin at 1630 E. Sixth,4,,,Existing,139,Mid-Rise,56952,Apartments,Austin,Plaza Saltillo,Austin,TX,78702-3308,Travis,,N,2018,,5,,,1.7,417.00,"1,829",4.38,"1,823",4.37,0.40,69.06,10.07,20.86,,,Market/Affordable,Rent Restricted,All,0.64,89,0,01/22/2020,48453C0465K,48453C,0465K,No,100-year and 500-year Floodplain,No,No,"Air Conditioning, Clubhouse, Courtyard, Fitness Center, Furnished Units Available, On-Site Retail, Multi Use Room",,,Wilder Belshaw Architects,-,,,,,,,,,B,2021 Tax @ $4917.89/Unit,,2021 Tax @ $4917.89/Unit,,Plaza Saltillo Station,0.26,5.00,,Existing,Dec 2016,Steel,Americas,,United States,,Transwestern Real Estate Services,,,0,,,"Air Conditioning, Clubhouse, Courtyard, Fitness Center, Furnished Units Available, On-Site Retail, Multi Use Room","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,0.50,21758,2/21/2020,"30,700,000",30.2626708,,,,,,,-97.7245832,,,,4,,,14,29,,,,,1,,96,,"2,364",4.88,"2,364",484,0.40,"2,355",4.87,"2,355",0.00,0,,,,,394 Pacific Ave Suite # 2-4 floor,"San Francisco, CA 94111-1707",Kevin Foster,ICONIQ Capital LLC,4159677763,02040805130000,02040805130000,,3.22,,,,,,,,1630 E 6th St,"Austin, TX 78702-3308",,Sentral - Sentral East Austin 1630 E. Sixth,5126471676,10024100,Multi-Family,,,394 Pacific Ave Suite # 2nd Floor,"San Francisco, CA 94111-1707",,"IRP Indie Apartments, LLC",,Not Disclosed,No,,,,,,,,,,,Independent,,,,Yes,"1,631",4.44,"1,631",368.,0.40,"1,625",4.42,"1,625",2.10,2,North America,,,0,East Austin,2021,12.,683586.16,,,,,,,,,,,,,1,,,,,,,,394 Pacific Ave Suite # 2-4 floor,"San Francisco, CA 94111-1707",Kevin Foster,ICONIQ Capital LLC,4159677763,"1,114",4.05,"2,228",550,0.40,"1,110",4.04,"2,219",3.50,1,11390,,,TOD-NP
2400 E 6th St,E6,4,Energy Star,,Existing,208,Mid-Rise,182700,Apartments,Austin,Holly,Austin,TX,78702-3933,Travis,,N,2018,,5,,,5.2,826.00,"2,291",2.77,"2,276",2.76,0.60,19.71,58.17,22.12,,,Market/Affordable,Rent Restricted,All,1.44,300,0,01/22/2020,48453C0465K,48453C,0465K,No,100-year and 500-year Floodplain,No,No,"Air Conditioning, Clubhouse, Courtyard, Fitness Center, Picnic Area, Pool, Energy Star Labeled, Cabana, Gameroom, Grill, On-Site Retail, Bicycle Storage, Car Charging Station, Community-Wide WiFi, Lounge, Pet Washing Station, Island Kitchen",,,JHP Architecture,-,,,,,,,,,A,2021 Tax @ $6273.20/Unit,,2021 Tax @ $6273.20/Unit,,Plaza Saltillo Station,0.78,15.00,,Existing,May 2015,Masonry,Americas,,United States,,Trammell Crow Residential Company,,,0,,,"Air Conditioning, Clubhouse, Courtyard, Fitness Center, Picnic Area, Pool, Energy Star Labeled, Cabana, Gameroom, Grill, On-Site Retail, Bicycle Storage, Car Charging Station, Community-Wide WiFi, Lounge, Pet Washing Station, Island Kitchen","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,2.20,95832,5/3/2019,"61,750,000",30.2596764,,,,,,,-97.7159939,,,,,,,121,46,,,,,4,,41,,"2,061",2.72,"2,061",756,0.60,"2,048",2.71,"2,048",5.00,6,,,,,2 Seaport Ln Suite # 1600,"Boston, MA 02210-2001",,AEW Capital Management,6172619000,02041002100000,02041002100000,,1.64,,,,,,,,2400 E 6th St,"Austin, TX 78702-3933",,Greystar - E6,5124690400,9965721,Multi-Family,,,1999 Bryan St Suite # 900,"Dallas, TX 75201-3136",,CPT Austin East 6th LP,,Not Disclosed,No,,,,,,,,,,,Independent,,,,,"1,772",3.32,"1,772",534.,0.60,"1,761",3.30,"1,761",4.90,2,North America,,,0,East Austin,2021,7.14,1304825.69,,,,,,,,,,,,,1,,,,,,,,2 Seaport Ln Suite # 1600,"Boston, MA 02210-2001",,AEW Capital Management,6172619000,"1,679",2.64,"3,358",1270,0.60,"1,669",2.63,"3,337",4.40,2,35360,,,CS-V-CO-NP
2025 E 7th St,7East,4,,,Existing,186,Mid-Rise,144431,Apartments,Austin,Plaza Saltillo,Austin,TX,78702-3544,Travis,,N,2015,,5,,,2.5,811.00,"2,331",2.87,"2,321",2.86,0.40,4.84,80.11,15.05,,,Market/Affordable,Affordable Units,All,1.61,,0,01/22/2020,48453C0465K,48453C,0465K,No,100-year and 500-year Floodplain,No,No,"Air Conditioning, Business Center, Picnic Area, Pool, Grill, Pet Play Area, Recycling, Wi-Fi, Roof Terrace, Bicycle Storage, Car Charging Station, Lounge, Patio, Wheelchair Accessible (Rooms)",,,LRK Architects,-,,,,,,,,,A,2021 Tax @ $5434.98/Unit,,2021 Tax @ $5434.98/Unit,,Plaza Saltillo Station,0.58,12.00,,Existing,Mar 2014,Wood Frame,Americas,,United States,,Ardent Residential,,,0,,,"Air Conditioning, Business Center, Picnic Area, Pool, Grill, Pet Play Area, Recycling, Wi-Fi, Roof Terrace, Bicycle Storage, Car Charging Station, Lounge, Patio, Wheelchair Accessible (Rooms)","Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,,,,,,,,,,,,,,,,,,,,1.88,81710,8/15/2017,"42,200,000",30.2617146,,,,,,,-97.7197294,,,,8,,,149,28,,,,,3,,9,,"2,184",2.93,"2,184",746,0.40,"2,175",2.91,"2,175",2.70,4,,,,,65 Mercado St Suite # 250,"Durango, CO 81301    ",,"GF Properties Group, LLC",9703857770,02030904140000,02030904140000,,2.14,,,,,,,,2025 E 7th St,"Austin, TX 78702-3544",,The Morgan Group - 7East,5124762025,9424812,Multi-Family,,,,,,In Homes Llc,,Not Disclosed,No,,,,,,,,,,,Independent,,,,,"2,048",2.72,"2,048",751.,0.40,"2,039",2.71,"2,039",0.00,0,North America,,,0,East Austin,2021,7.,1010905.91,,,,,,,,,,,,,1,,,,,,,,65 Mercado St Suite # 250,"Durango, CO 81301    ",,"GF Properties Group, LLC",9703857770,"1,548",2.63,"3,096",1177,0.40,"1,541",2.62,"3,083",3.60,1,28886,,,CS-MU-V-CO-NP
